Gene1,Gene2
EOMES,BEND5
EOMES,BEX1
EOMES,BMI1
EOMES,BMP4
EOMES,BMPER
EOMES,BNC2
EOMES,BRWD1
EOMES,CACHD1
EOMES,CALCOCO2
EOMES,CBX8
EOMES,CCND1
EOMES,CCND2
EOMES,CD63
EOMES,CD9
EOMES,CENPV
EOMES,CFC1
EOMES,CHCHD10
EOMES,CHD5
EOMES,CHN2
EOMES,CITED1
EOMES,CITED2
EOMES,CLCN5
EOMES,CLN6
EOMES,CMKLR1
EOMES,COBL
EOMES,COL27A1
EOMES,COTL1
EOMES,CRABP2
EOMES,CREB3L2
EOMES,CSF1
EOMES,CSRP2
EOMES,CST3
EOMES,CTNNAL1
EOMES,CTSZ
EOMES,CUBN
EOMES,CUX2
EOMES,CYBA
EOMES,CYP26A1
EOMES,DCXR
EOMES,DDAH1
EOMES,DDX54
EOMES,DDX58
EOMES,DMRT1
EOMES,DPP4
EOMES,DPPA2
EOMES,DUSP6
EOMES,E2F2
EOMES,EBF1
EOMES,EBF4
EOMES,ECHDC2
EOMES,EFEMP2
EOMES,EGR1
EOMES,EHD1
EOMES,EIF4A-PS4
EOMES,ELF2
EOMES,ELF3
EOMES,ELL2
EOMES,ENAH
EOMES,EPAS1
EOMES,EPHA2
EOMES,EPS8L2
EOMES,ESRRA
EOMES,ETL4
EOMES,ETS1
EOMES,ETV1
EOMES,ETV4
EOMES,EYA1
EOMES,F2R
EOMES,FABP3
EOMES,FBLIM1
EOMES,FGF10
EOMES,FGF3
EOMES,FGF4
EOMES,FGFR4
EOMES,FHL2
EOMES,FHOD1
EOMES,FN1
EOMES,FNDC3B
EOMES,FOSL2
EOMES,FOXA2
EOMES,FOXD3
EOMES,FOXJ3
EOMES,FOXP1
EOMES,FOXQ1
EOMES,FST
EOMES,GAA
EOMES,GABARAPL1
EOMES,GALK1
EOMES,GAS6
EOMES,GATA3
EOMES,GATA4
EOMES,GATA6
EOMES,GBX2
EOMES,GFPT2
EOMES,GGTA1
EOMES,GJB3
EOMES,GLI1
EOMES,GLI2
EOMES,GLIPR2
EOMES,GLUL
EOMES,GNG2
EOMES,GNRH1
EOMES,GPA33
EOMES,GPRC5C
EOMES,GPX3
EOMES,GRAMD1A
EOMES,GRB10
EOMES,GRHL1
EOMES,GSN
EOMES,GTF2A1L
EOMES,HELLS
EOMES,HES6
EOMES,HIP1
EOMES,HKDC1
EOMES,HOOK1
EOMES,HOPX
EOMES,HOXD13
EOMES,HS3ST1
EOMES,HSF2BP
EOMES,HTRA1
EOMES,ID2
EOMES,ID3
EOMES,ID4
EOMES,IFITM3
EOMES,IL33
EOMES,IQSEC1
EOMES,IRF1
EOMES,JAM2
EOMES,KAT2B
EOMES,KDM3A
EOMES,KLF6
EOMES,KRT17
EOMES,KRT18
EOMES,KRT19
EOMES,KRT42
EOMES,KRT8
EOMES,KRTCAP2
EOMES,L1TD1
EOMES,LAMA1
EOMES,LAMA5
EOMES,LAMC1
EOMES,LDLRAP1
EOMES,LEFTY1
EOMES,LEFTY2
EOMES,LGALS3
EOMES,LGMN
EOMES,LMO4
EOMES,LRP2
EOMES,LRRC2
EOMES,LTBP4
EOMES,LY6G6E
EOMES,MANBA
EOMES,MAPK11
EOMES,MARCKS
EOMES,MDK
EOMES,MED12
EOMES,MEF2C
EOMES,MFGE8
EOMES,MKRN1
EOMES,MORC4
EOMES,MPZL2
EOMES,MRAS
EOMES,MSI2
EOMES,MSX2
EOMES,MT1
EOMES,MYD88
EOMES,MYH9
EOMES,MYLPF
EOMES,MYO5B
EOMES,MYO7A
EOMES,NANOG
EOMES,NDN
EOMES,NDRG1
EOMES,NFATC1
EOMES,NFATC4
EOMES,NFIL3
EOMES,NFKB2
EOMES,NME2
EOMES,NOTCH1
EOMES,NOTUM
EOMES,NPHS1
EOMES,NPL
EOMES,NR0B1
EOMES,NR2C1
EOMES,NR3C1
EOMES,NR5A2
EOMES,NRG1
EOMES,OPLAH
EOMES,OVOL1
EOMES,PAWR
EOMES,PAX6
EOMES,PAX8
EOMES,PBXIP1
EOMES,PCBD1
EOMES,PCOLCE
EOMES,PDGFA
EOMES,PDK1
EOMES,PDPN
EOMES,PEG10
EOMES,PGA5
EOMES,PHC1
EOMES,PHGDH
EOMES,PHLDB2
EOMES,PIAS2
EOMES,PIPOX
EOMES,PITPNC1
EOMES,PITX1
EOMES,PITX2
EOMES,PLAUR
EOMES,PODXL
EOMES,PRDM5
EOMES,PRPS2
EOMES,PRSS35
EOMES,PSAP
EOMES,PTH1R
EOMES,RAI14
EOMES,RARG
EOMES,RBM47
EOMES,RBMS1
EOMES,RBPMS2
EOMES,RCOR2
EOMES,RHOX5
EOMES,RHOX6
EOMES,RHPN1
EOMES,RNPEP
EOMES,RPL39L
EOMES,RPS6KA6
EOMES,RRBP1
EOMES,RUNX1
EOMES,S100A6
EOMES,SAP30
EOMES,SATB2
EOMES,SCMH1
EOMES,SERPINB6C
EOMES,SFMBT2
EOMES,SGK1
EOMES,SIX1
EOMES,SKIL
EOMES,SLC25A4
EOMES,SLC5A11
EOMES,SLC7A6
EOMES,SLC7A7
EOMES,SLC9A6
EOMES,SMAD3
EOMES,SMURF1
EOMES,SNAI1
EOMES,SNURF
EOMES,SOD1
EOMES,SOX4
EOMES,SP8
EOMES,SPNS2
EOMES,SPRY4
EOMES,ST5
EOMES,STARD10
EOMES,STARD8
EOMES,STAT4
EOMES,TAGLN2
EOMES,TBX18
EOMES,TBX3
EOMES,TCEA3
EOMES,TCF15
EOMES,TCF7L2
EOMES,TDGF1
EOMES,TDH
EOMES,TEAD1
EOMES,TEAD4
EOMES,TET2
EOMES,TGFB1
EOMES,TGFBR3
EOMES,TGM1
EOMES,TINAGL1
EOMES,TMEM144
EOMES,TOX3
EOMES,TRH
EOMES,TRIM13
EOMES,TRIM2
EOMES,TRIM24
EOMES,TRPS1
EOMES,TTC7
EOMES,TUBB6
EOMES,TWIST1
EOMES,UBQLN2
EOMES,UCHL1
EOMES,ULK1
EOMES,UPP1
EOMES,USF1
EOMES,USP28
EOMES,USP3
EOMES,VANGL1
EOMES,VCAN
EOMES,VEGFA
EOMES,VEZF1
EOMES,VIM
EOMES,WDR45
EOMES,XAF1
EOMES,ZBTB10
EOMES,ZBTB39
EOMES,ZEB1
EOMES,ZEB2
EOMES,ZFP219
EOMES,ZFP276
EOMES,ZFP423
EOMES,ZFP532
EOMES,ZFP57
EOMES,ZFP710
EOMES,ZFPM1
EOMES,ZHX3
ESRRB,2200002D01RIK
ESRRB,ABHD5
ESRRB,ACP6
ESRRB,AES
ESRRB,AFF1
ESRRB,AIRE
ESRRB,AKR1B8
ESRRB,AKT1
ESRRB,AMFR
ESRRB,AMOTL2
ESRRB,ANP32A
ESRRB,ANXA5
ESRRB,APLP1
ESRRB,APP
ESRRB,AQP3
ESRRB,ARHGAP29
ESRRB,ARHGEF5
ESRRB,ASNS
ESRRB,ASPH
ESRRB,ATP1B1
ESRRB,B2M
ESRRB,BASP1
ESRRB,BCAT1
ESRRB,BMP4
ESRRB,BTBD11
ESRRB,CALD1
ESRRB,CAR2
ESRRB,CAR4
ESRRB,CCND2
ESRRB,CCND3
ESRRB,CCNE1
ESRRB,CCNG1
ESRRB,CITED2
ESRRB,CLDN6
ESRRB,CNN2
ESRRB,COBL
ESRRB,COL18A1
ESRRB,COMMD3
ESRRB,COX7A1
ESRRB,CREB3
ESRRB,CRYAB
ESRRB,CSF1
ESRRB,CSRP1
ESRRB,CYBA
ESRRB,DAB2
ESRRB,DDAH1
ESRRB,DDAH2
ESRRB,DDIT3
ESRRB,DKK1
ESRRB,E2F2
ESRRB,E2F6
ESRRB,EDA2R
ESRRB,EFEMP2
ESRRB,EPHA4
ESRRB,ETV4
ESRRB,FABP3
ESRRB,FBLIM1
ESRRB,FGF4
ESRRB,FOXP1
ESRRB,FST
ESRRB,FXYD6
ESRRB,GATA3
ESRRB,GATA6
ESRRB,GBX2
ESRRB,GHR
ESRRB,GJA1
ESRRB,GJB3
ESRRB,GLI2
ESRRB,GLIPR2
ESRRB,GNG10
ESRRB,GOT1
ESRRB,GRB10
ESRRB,GSN
ESRRB,HES6
ESRRB,ICAM1
ESRRB,ID2
ESRRB,ID3
ESRRB,IFITM1
ESRRB,IFITM3
ESRRB,IFRD1
ESRRB,ILDR1
ESRRB,ILK
ESRRB,IRF1
ESRRB,JAM2
ESRRB,JUN
ESRRB,KDELR3
ESRRB,KDM3A
ESRRB,KIT
ESRRB,KLF4
ESRRB,KLF6
ESRRB,KRT17
ESRRB,KRT18
ESRRB,KRT19
ESRRB,KRT42
ESRRB,KRT8
ESRRB,LAMA1
ESRRB,LAPTM5
ESRRB,LDHB
ESRRB,LDLR
ESRRB,LEFTY1
ESRRB,LGALS3
ESRRB,LIFR
ESRRB,LMO4
ESRRB,LPCAT1
ESRRB,LRP2
ESRRB,LRPAP1
ESRRB,LRRC1
ESRRB,LRRK1
ESRRB,LY6G6E
ESRRB,MANBA
ESRRB,MAPKAPK2
ESRRB,MARCKS
ESRRB,MEG3
ESRRB,MFGE8
ESRRB,MORC4
ESRRB,MRAS
ESRRB,MSC
ESRRB,MXD4
ESRRB,MYBL2
ESRRB,MYH9
ESRRB,MYLPF
ESRRB,MYO1C
ESRRB,NDN
ESRRB,NFATC2IP
ESRRB,NFIB
ESRRB,NID1
ESRRB,NOTCH2
ESRRB,NOTCH4
ESRRB,NPHS1
ESRRB,NR0B1
ESRRB,NSMAF
ESRRB,NUPR1
ESRRB,OTX2
ESRRB,PARVA
ESRRB,PAWR
ESRRB,PCOLCE
ESRRB,PCSK6
ESRRB,PDGFA
ESRRB,PFKP
ESRRB,PHLDA3
ESRRB,PITX2
ESRRB,PKNOX2
ESRRB,PLK2
ESRRB,PLOD1
ESRRB,PODXL
ESRRB,POU4F2
ESRRB,PROS1
ESRRB,PTPN14
ESRRB,PXDN
ESRRB,RAPGEF3
ESRRB,RARG
ESRRB,RASGRP2
ESRRB,RBMS1
ESRRB,RFX2
ESRRB,RHOX6
ESRRB,RIAN
ESRRB,RLIM
ESRRB,RMND5B
ESRRB,RPP25
ESRRB,RRAS2
ESRRB,S100A6
ESRRB,SEMA4C
ESRRB,SERPINE2
ESRRB,SERPINH1
ESRRB,SETD7
ESRRB,SFMBT2
ESRRB,SIRT1
ESRRB,SLC25A36
ESRRB,SLC38A2
ESRRB,SLC6A8
ESRRB,SOAT1
ESRRB,SPARC
ESRRB,SPP1
ESRRB,SPRY4
ESRRB,SQSTM1
ESRRB,STAG3
ESRRB,STARD10
ESRRB,STMN1
ESRRB,TAX1BP3
ESRRB,TBX3
ESRRB,TCF15
ESRRB,TCL1
ESRRB,TDGF1
ESRRB,TEAD1
ESRRB,TEAD3
ESRRB,TGM1
ESRRB,TINAGL1
ESRRB,TPM1
ESRRB,TPM4
ESRRB,TRH
ESRRB,TRIB3
ESRRB,TRP53BP1
ESRRB,TUBB6
ESRRB,TXNIP
ESRRB,UBQLN2
ESRRB,UPP1
ESRRB,USP28
ESRRB,UTF1
ESRRB,VEGFA
ESRRB,WWTR1
ESRRB,ZEB1
ESRRB,ZFAND3
ESRRB,ZFHX3
ESRRB,ZFP42
ESRRB,ZFP57
ESRRB,ZYX
ETV3,5031439G07RIK
ETV3,AQP3
ETV3,BMP6
ETV3,CALCOCO2
ETV3,DIDO1
ETV3,DKK1
ETV3,E2F2
ETV3,EPHA4
ETV3,EYA1
ETV3,FRMD4A
ETV3,GATA6
ETV3,HABP2
ETV3,HKDC1
ETV3,HOXD13
ETV3,IRF1
ETV3,KIT
ETV3,KLF2
ETV3,MRAS
ETV3,NID1
ETV3,NOTCH4
ETV3,NOTUM
ETV3,NR0B1
ETV3,NR5A2
ETV3,OVOL1
ETV3,PARVB
ETV3,PAX6
ETV3,PCOLCE
ETV3,PGA5
ETV3,PITX2
ETV3,PRSS35
ETV3,RHOX6
ETV3,SPP1
ETV3,STARD8
ETV3,STAT4
ETV3,TDGF1
ETV3,ULK1
ETV3,VEGFA
ETV3,ZFP42
FOXJ2,DKK1
FOXJ2,ELF4
FOXJ2,FRMD4A
FOXJ2,GRIN1
FOXJ2,IRF2
FOXJ2,KRT18
FOXJ2,KRT8
FOXJ2,LRRK1
FOXJ2,LY6G6E
FOXJ2,OBSL1
FOXJ2,POU4F2
FOXJ2,POU6F1
FOXJ2,RHOX6
FOXJ2,ST3GAL6
FOXJ2,TAGLN2
FOXJ2,TBX18
FOXJ2,TNS4
GATA3,2200002D01RIK
GATA3,4930402H24RIK
GATA3,ABCC5
GATA3,ABHD5
GATA3,ACP6
GATA3,ADAM15
GATA3,ADAM19
GATA3,ADAM23
GATA3,AGPAT4
GATA3,AHNAK
GATA3,AI506816
GATA3,AIRE
GATA3,AKR1B3
GATA3,AKT1
GATA3,ALPL
GATA3,AMOT
GATA3,AMOTL2
GATA3,ANKRD6
GATA3,ANP32A
GATA3,ANXA2
GATA3,ANXA5
GATA3,APBB1
GATA3,APLP1
GATA3,APOBEC3
GATA3,APOE
GATA3,APP
GATA3,AQP3
GATA3,AQP8
GATA3,ARHGAP1
GATA3,ARHGAP29
GATA3,ARHGEF5
GATA3,ARID1A
GATA3,ARNT2
GATA3,ARPC1B
GATA3,ASAH1
GATA3,ASNS
GATA3,ASXL1
GATA3,ATF6
GATA3,ATG16L2
GATA3,ATP13A3
GATA3,ATP1B1
GATA3,ATP6V0A1
GATA3,BACH2
GATA3,BAG2
GATA3,BARX1
GATA3,BEND5
GATA3,BMI1
GATA3,BMP6
GATA3,BMPER
GATA3,BNC2
GATA3,BNIP3
GATA3,CACHD1
GATA3,CALCOCO2
GATA3,CAR4
GATA3,CBX4
GATA3,CBX7
GATA3,CBX8
GATA3,CCND1
GATA3,CCND2
GATA3,CCND3
GATA3,CD63
GATA3,CD9
GATA3,CDCA7
GATA3,CDIPT
GATA3,CFC1
GATA3,CHCHD10
GATA3,CHD7
GATA3,CHN2
GATA3,CHST15
GATA3,CIC
GATA3,CITED1
GATA3,CITED2
GATA3,CKB
GATA3,CLIC1
GATA3,CLN6
GATA3,CLTC
GATA3,CNDP2
GATA3,COBL
GATA3,COBLL1
GATA3,COL18A1
GATA3,COL27A1
GATA3,COL4A1
GATA3,COL4A2
GATA3,COMMD3
GATA3,COX7A1
GATA3,CPM
GATA3,CR1L
GATA3,CRABP2
GATA3,CREB3
GATA3,CREB3L2
GATA3,CRYAB
GATA3,CSRP1
GATA3,CST3
GATA3,CSTB
GATA3,CTBP2
GATA3,CTDSPL
GATA3,CTSD
GATA3,CTSL
GATA3,CTSZ
GATA3,CUBN
GATA3,CYBA
GATA3,CYP26A1
GATA3,D230025D16RIK
GATA3,DAB2
GATA3,DAP
GATA3,DDIT3
GATA3,DDX58
GATA3,DIDO1
GATA3,DKK1
GATA3,DNAJC3
GATA3,DNMT3A
GATA3,DPP4
GATA3,DTX1
GATA3,DUSP6
GATA3,DUSP9
GATA3,ECHDC2
GATA3,EGR1
GATA3,EHD1
GATA3,EIF2S2
GATA3,ELAVL2
GATA3,ELF3
GATA3,ELL2
GATA3,ELL3
GATA3,ELOVL6
GATA3,EMP2
GATA3,ENAH
GATA3,EPAS1
GATA3,EPHA2
GATA3,EPHA4
GATA3,EPS8L2
GATA3,ERF
GATA3,ERLIN1
GATA3,ERP29
GATA3,ETS1
GATA3,ETV4
GATA3,ETV5
GATA3,EYA1
GATA3,F2R
GATA3,FABP3
GATA3,FAHD2A
GATA3,FAM102A
GATA3,FAM129B
GATA3,FAT1
GATA3,FBLIM1
GATA3,FBXO15
GATA3,FGF10
GATA3,FGF3
GATA3,FGF4
GATA3,FGFR4
GATA3,FHL2
GATA3,FHOD1
GATA3,FLRT3
GATA3,FN1
GATA3,FNDC3A
GATA3,FNDC3B
GATA3,FOXA2
GATA3,FOXD3
GATA3,FOXJ2
GATA3,FOXN3
GATA3,FOXP1
GATA3,FOXQ1
GATA3,FRMD4A
GATA3,FUT8
GATA3,FXYD3
GATA3,GAA
GATA3,GABARAPL2
GATA3,GALK1
GATA3,GALNT2
GATA3,GAS6
GATA3,GATA4
GATA3,GATA6
GATA3,GBX2
GATA3,GCNT1
GATA3,GDPD5
GATA3,GFPT1
GATA3,GFPT2
GATA3,GGTA1
GATA3,GJB3
GATA3,GLI1
GATA3,GLI2
GATA3,GLIPR1
GATA3,GLIPR2
GATA3,GNG2
GATA3,GNRH1
GATA3,GPRC5C
GATA3,GSN
GATA3,GSTA4
GATA3,GTF2A1L
GATA3,GTF2I
GATA3,H1F0
GATA3,HABP2
GATA3,HDAC11
GATA3,HELLS
GATA3,HES1
GATA3,HEY2
GATA3,HIP1
GATA3,HIRIP3
GATA3,HIST1H2BB
GATA3,HIST1H2BK
GATA3,HIST1H2BN
GATA3,HIST1H4K
GATA3,HKDC1
GATA3,HMGA2
GATA3,HNF1B
GATA3,HOOK1
GATA3,HS3ST1
GATA3,HSD17B14
GATA3,HSF2BP
GATA3,HSPA5
GATA3,HSPB1
GATA3,HTRA1
GATA3,ICAM1
GATA3,ID3
GATA3,IER2
GATA3,IFI30
GATA3,IFITM1
GATA3,IFITM3
GATA3,IGFBP2
GATA3,ILDR1
GATA3,IQSEC1
GATA3,IRF1
GATA3,IRF2
GATA3,ITGA9
GATA3,ITM2B
GATA3,JUN
GATA3,KANK3
GATA3,KAT2B
GATA3,KCNG1
GATA3,KDELR3
GATA3,KDM3A
GATA3,KDM5B
GATA3,KEAP1
GATA3,KIT
GATA3,KLB
GATA3,KLF2
GATA3,KLF6
GATA3,KLF8
GATA3,KRT18
GATA3,KRT8
GATA3,L1TD1
GATA3,LAMA1
GATA3,LAMC1
GATA3,LAMP1
GATA3,LAPTM5
GATA3,LDLRAP1
GATA3,LEFTY2
GATA3,LGALS3
GATA3,LGMN
GATA3,LHX2
GATA3,LIMCH1
GATA3,LMO4
GATA3,LOXL2
GATA3,LPCAT1
GATA3,LRP2
GATA3,LRPAP1
GATA3,LRRC2
GATA3,LRRK1
GATA3,LY6G6E
GATA3,MAML3
GATA3,MANBA
GATA3,MAPK11
GATA3,MAPK8
GATA3,MAPKAPK2
GATA3,MBD2
GATA3,MCAM
GATA3,ME1
GATA3,MEG3
GATA3,MEIS1
GATA3,MEIS3
GATA3,MFGE8
GATA3,MFSD1
GATA3,MGST3
GATA3,MLXIPL
GATA3,MME
GATA3,MORC4
GATA3,MPP1
GATA3,MPZL2
GATA3,MSC
GATA3,MSI2
GATA3,MSL3
GATA3,MSX2
GATA3,MT1
GATA3,MYCN
GATA3,MYD88
GATA3,MYH9
GATA3,MYLPF
GATA3,MYO18A
GATA3,MYO5B
GATA3,MYO6
GATA3,MYO7A
GATA3,NAGK
GATA3,NANOG
GATA3,NCOA6
GATA3,NDRG1
GATA3,NFATC1
GATA3,NFATC2IP
GATA3,NFIB
GATA3,NFXL1
GATA3,NID1
GATA3,NIPSNAP1
GATA3,NKRF
GATA3,NOTCH4
GATA3,NOTUM
GATA3,NPHS1
GATA3,NPL
GATA3,NR0B1
GATA3,NR1D1
GATA3,NR1D2
GATA3,NR3C1
GATA3,NRG1
GATA3,NRG2
GATA3,NSMAF
GATA3,NUP210
GATA3,NUPR1
GATA3,NXF7
GATA3,OPLAH
GATA3,OTX2
GATA3,P4HA1
GATA3,P4HA2
GATA3,P4HB
GATA3,PARVB
GATA3,PATZ1
GATA3,PAX6
GATA3,PAX8
GATA3,PBXIP1
GATA3,PCBD1
GATA3,PCOLCE
GATA3,PCSK6
GATA3,PDE4DIP
GATA3,PDGFA
GATA3,PDGFRA
GATA3,PDIA5
GATA3,PDK1
GATA3,PDPN
GATA3,PEG10
GATA3,PFKP
GATA3,PGA5
GATA3,PHC1
GATA3,PHLDB2
GATA3,PIAS3
GATA3,PIK3R1
GATA3,PIPOX
GATA3,PITPNC1
GATA3,PITX1
GATA3,PLA2G1B
GATA3,PLAUR
GATA3,PLOD1
GATA3,PLOD2
GATA3,PLSCR1
GATA3,PLTP
GATA3,PODXL
GATA3,POU5F1
GATA3,PRDM1
GATA3,PRDM14
GATA3,PRDM5
GATA3,PRKAB1
GATA3,PROS1
GATA3,PRPS2
GATA3,PRSS35
GATA3,PSAP
GATA3,PSME2
GATA3,PTH1R
GATA3,RAB3IL1
GATA3,RANBP17
GATA3,RARA
GATA3,RARG
GATA3,RASGRP2
GATA3,RBBP7
GATA3,RBM47
GATA3,RBPMS2
GATA3,RCN3
GATA3,RCOR2
GATA3,RENBP
GATA3,RERE
GATA3,REST
GATA3,REV1
GATA3,RFFL
GATA3,RFX5
GATA3,RHOX5
GATA3,RHOX6
GATA3,RHPN1
GATA3,RIAN
GATA3,RNPEP
GATA3,RNPEPL1
GATA3,RRBP1
GATA3,RTN1
GATA3,RUNX1
GATA3,SALL1
GATA3,SAP30
GATA3,SATB2
GATA3,SDC4
GATA3,SDF2L1
GATA3,SEC23A
GATA3,SEMA4C
GATA3,SERBP1
GATA3,SERPINB6C
GATA3,SERPINH1
GATA3,SETD7
GATA3,SFMBT2
GATA3,SHISA5
GATA3,SHKBP1
GATA3,SIDT2
GATA3,SKIL
GATA3,SLC16A6
GATA3,SLC17A9
GATA3,SLC25A22
GATA3,SLC25A4
GATA3,SLC5A11
GATA3,SLC6A8
GATA3,SLC7A3
GATA3,SLC7A6
GATA3,SLC7A7
GATA3,SLC9A6
GATA3,SMAD3
GATA3,SMARCA2
GATA3,SMARCD1
GATA3,SMS
GATA3,SNAI1
GATA3,SNAPC3
GATA3,SNHG1
GATA3,SNURF
GATA3,SNX1
GATA3,SNX25
GATA3,SOCS2
GATA3,SOX17
GATA3,SOX2
GATA3,SOX4
GATA3,SOX7
GATA3,SP8
GATA3,SPARC
GATA3,SPEN
GATA3,SPNS2
GATA3,SPRY4
GATA3,SQSTM1
GATA3,SRGN
GATA3,SRI
GATA3,ST3GAL6
GATA3,ST5
GATA3,STARD10
GATA3,STARD8
GATA3,STAT4
GATA3,SUB1
GATA3,SUN2
GATA3,SURF4
GATA3,SUSD2
GATA3,TAGLN2
GATA3,TAX1BP3
GATA3,TBRG1
GATA3,TBX18
GATA3,TBX3
GATA3,TCEA3
GATA3,TCF15
GATA3,TCF7
GATA3,TCF7L2
GATA3,TCN2
GATA3,TDGF1
GATA3,TDH
GATA3,TEAD1
GATA3,TEAD4
GATA3,TET1
GATA3,TET2
GATA3,TEX264
GATA3,TFRC
GATA3,TGFBR3
GATA3,TGIF1
GATA3,TGM1
GATA3,THBD
GATA3,TINAGL1
GATA3,TMED2
GATA3,TMEM144
GATA3,TMEM150A
GATA3,TMEM231
GATA3,TMEM9
GATA3,TNS4
GATA3,TOX3
GATA3,TRH
GATA3,TRIM25
GATA3,TRPS1
GATA3,TSPAN4
GATA3,TTC7
GATA3,TXNDC11
GATA3,TXNDC12
GATA3,UAP1
GATA3,USF1
GATA3,USP28
GATA3,USP3
GATA3,VAMP8
GATA3,VANGL1
GATA3,VCAN
GATA3,VEGFA
GATA3,WDR45
GATA3,WWTR1
GATA3,XBP1
GATA3,ZBTB10
GATA3,ZBTB39
GATA3,ZC3H7A
GATA3,ZEB2
GATA3,ZFAND3
GATA3,ZFP219
GATA3,ZFP281
GATA3,ZFP42
GATA3,ZFP423
GATA3,ZFP532
GATA3,ZFPM1
GATA3,ZIC3
GATA3,ZSWIM4
JARID2,4930402H24RIK
JARID2,ACP6
JARID2,ADAM23
JARID2,AFF1
JARID2,AHCY
JARID2,AKR1B3
JARID2,AKR1B8
JARID2,ALDH2
JARID2,ALG13
JARID2,ALPL
JARID2,AMOT
JARID2,ANXA5
JARID2,APBB1
JARID2,APLP1
JARID2,APOBEC3
JARID2,APOE
JARID2,APP
JARID2,AQP3
JARID2,AQP8
JARID2,ARHGAP29
JARID2,ARID3B
JARID2,ARNT2
JARID2,ARPC1B
JARID2,ASNS
JARID2,ASS1
JARID2,ATP13A3
JARID2,AU018091
JARID2,BACH2
JARID2,BCAT1
JARID2,BIN1
JARID2,BMP4
JARID2,BNC2
JARID2,BRCA1
JARID2,BRCA2
JARID2,BTG1
JARID2,BUB1B
JARID2,CALCOCO2
JARID2,CAR2
JARID2,CAR4
JARID2,CCNB1
JARID2,CCNB2
JARID2,CCND3
JARID2,CCNE1
JARID2,CD9
JARID2,CEBPZ
JARID2,CKB
JARID2,COBL
JARID2,COL18A1
JARID2,COX7A1
JARID2,CRABP2
JARID2,CRTAP
JARID2,CTBP1
JARID2,CTH
JARID2,CTNNAL1
JARID2,CUBN
JARID2,CUX2
JARID2,CYBA
JARID2,CYP26A1
JARID2,DAB2
JARID2,DCTPP1
JARID2,DDX20
JARID2,DDX21
JARID2,DDX58
JARID2,DENND2C
JARID2,DKC1
JARID2,DMRT1
JARID2,DPP4
JARID2,DPPA2
JARID2,DPPA4
JARID2,DUSP6
JARID2,DUSP9
JARID2,EBF1
JARID2,EBF4
JARID2,ECHDC2
JARID2,ECT2
JARID2,EDA2R
JARID2,EIF2S2
JARID2,EIF4EBP1
JARID2,ELAVL2
JARID2,ELF3
JARID2,ELL2
JARID2,EOMES
JARID2,EPHA2
JARID2,ERF
JARID2,ESPL1
JARID2,ESRRB
JARID2,ETL4
JARID2,ETV1
JARID2,ETV4
JARID2,ETV5
JARID2,FABP3
JARID2,FBXO15
JARID2,FBXO5
JARID2,FGF4
JARID2,FGFR3
JARID2,FN1
JARID2,FOXH1
JARID2,FOXQ1
JARID2,FRMD4A
JARID2,FRRS1
JARID2,GABBR1
JARID2,GABPA
JARID2,GCLM
JARID2,GCNT1
JARID2,GFPT2
JARID2,GGA2
JARID2,GJB3
JARID2,GLDC
JARID2,GNG2
JARID2,GNPDA1
JARID2,GPA33
JARID2,GRAMD1A
JARID2,GSR
JARID2,GSTA4
JARID2,HELLS
JARID2,HIST1H2AK
JARID2,HNF1B
JARID2,HSF2BP
