Gene1,Gene2
EGR1,HNRNPD
EGR1,CRABP2
EGR1,ESPL1
EGR1,SFPQ
EGR1,CTNNB1
EGR1,ANKMY2
EGR1,SLC39A8
EGR1,RNF19A
EGR1,SNAI1
EGR1,HMGN2
EGR1,SNX18
EGR1,ASXL1
EGR1,PGM2
EGR1,NUP54
EGR1,PRIM1
EGR1,CASD1
EGR1,SENP7
EGR1,HNRNPAB
EGR1,MEX3C
EGR1,SALL2
EGR1,SMARCD3
EGR1,POLR3G
EGR1,TRIM33
EGR1,TGFB1
EGR1,SKIL
EGR1,YBX1
EGR1,PNPLA8
EGR1,ANKZF1
EGR1,ANKRD26
EGR1,PLAGL1
EGR1,CXXC1
EGR1,CNBP
EGR1,NUCB2
EGR1,APEX1
EGR1,TDRD7
EGR1,KLF8
EGR1,NEDD4
EGR1,MED14
EGR1,ETV4
EGR1,VPS13C
EGR1,CBX3
EGR1,NUP35
EGR1,DNAAF2
EGR1,TEX10
EGR1,ECI2
EGR1,PLAGL2
EGR1,B4GALT4
EGR1,CCDC82
EGR1,FOXJ1
EGR1,REL
EGR1,PSIP1
EGR1,TCF19
EGR1,ZNF160
EGR1,ATG4C
EGR1,ARHGAP42
EGR1,RHOBTB3
EGR1,ARFGAP3
EGR1,HOMER1
EGR1,MIA3
EGR1,JMJD1C
EGR1,RGPD2
EGR1,RBPJ
EGR1,XRCC6
EGR1,NONO
EGR1,NDUFC2-KCTD14
EGR1,TRAPPC8
EGR1,CUX1
EGR1,ZFYVE16
EGR1,TCF4
EGR1,RMI1
EGR1,HNRNPK
EGR1,WDR35
EGR1,FARSB
EGR1,MCM7
EGR1,ETV3
EGR1,ZNF24
EGR1,HIF1A
EGR1,KHSRP
EGR1,ZNF8
EGR1,PRICKLE1
EGR1,ANXA3
EGR1,PARP1
EGR1,TFE3
EGR1,ZNF280B
EGR1,RFESD
EGR1,KIAA1324L
EGR1,SLC36A4
EGR1,TJP2
EGR1,MIF
EGR1,ATP2B4
EGR1,POU2F1
EGR1,RAI14
EGR1,MDM4
EGR1,REV3L
EGR1,MAN1A1
EGR1,YAF2
EGR1,ZNF142
EGR1,RUVBL1
EGR1,MEF2D
EGR1,TIPARP
EGR1,PRKACB
EGR1,RUVBL2
EGR1,PHB2
EGR1,KLF5
EGR1,HCFC1
EGR1,GLDC
EGR1,SLC39A11
EGR1,ZKSCAN1
EGR1,ALG6
EGR1,PRTG
EGR1,RBFOX2
EGR1,ANKRD50
EGR1,ELOVL2
EGR1,GATAD2A
EGR1,ADAMTS3
EGR1,MYOF
EGR1,TP53
EGR1,SEMA6A
EGR1,ZNF398
EGR1,WWTR1
EGR1,ST8SIA4
EGR1,MCM4
EGR1,ZNF202
EGR1,PPARGC1B
EGR1,GRHL2
EGR1,GTF2H2
EGR1,HDGF
EGR1,PDGFA
EGR1,ODC1
EGR1,CDC7
EGR1,CA2
EGR1,STAT3
EGR1,FBXO28
EGR1,LIFR
EGR1,PDE3B
EGR1,ZNF165
EGR1,CITED2
EGR1,JUND
EGR1,ABLIM1
EGR1,ZRANB2
EGR1,ARNT2
EGR1,ELL2
EGR1,DDX54
EGR1,ZNF219
EGR1,TRIP11
EGR1,XRCC5
EGR1,ENC1
EGR1,PER3
EGR1,MXI1
EGR1,LEF1
EGR1,IRF1
EGR1,ARID3B
EGR1,SMAD5
EGR1,LHX1
EGR1,PITX2
EGR1,UTP18
EGR1,AGL
EGR1,E2F4
EGR1,MAML3
EGR1,TADA1
EGR1,MECOM
EGR1,ARID3A
EGR1,SPPL2A
EGR1,WDFY1
EGR1,SNRPB
EGR1,TFB2M
EGR1,PELI2
EGR1,ZNF518B
EGR1,PLXNA2
EGR1,DNMT3A
EGR1,RFXANK
EGR1,RPP40
EGR1,FER
EGR1,PPP1R9A
EGR1,PHF21A
EGR1,DNMT1
EGR1,PLK2
EGR1,NR2C1
EGR1,ARHGAP29
EGR1,TRAF6
EGR1,TBX3
EGR1,ETS1
EGR1,SNRPD1
EGR1,FBXO34
EGR1,NFIC
EGR1,NCOA6
EGR1,LPGAT1
EGR1,SMARCD1
EGR1,NOC3L
EGR1,E2F7
EGR1,TFAP2A
EGR1,ST3GAL6
EGR1,SOX2
EGR1,SLC35A3
EGR1,GATA6
EGR1,MCM2
EGR1,RRN3
EGR1,BAMBI
EGR1,PALLD
EGR1,XRN1
EGR1,CDCA7L
EGR1,MMP16
EGR1,FOXN3
EGR1,SATB1
EGR1,MYBBP1A
EGR1,RTKN2
EGR1,PHLDB2
EGR1,WDR3
EGR1,MSX1
EGR1,EOMES
EGR1,NCAM1
EGR1,WWP1
EGR1,COBLL1
EGR1,BMP4
EGR1,CALB1
EGR1,PDGFRA
EGR1,DUSP4
EGR1,AR
EGR1,PLAU
EGR1,CLDN10
EGR1,MITF
EGR1,IFI16
EGR1,AEBP1
EGR1,PAM
EGR1,MEIS2
EGR1,TEAD4
EGR1,WLS
EGR1,GABRB3
EGR1,ZFHX3
EGR1,FOXK1
EGR1,APBB2
EGR1,FOXF1
EGR1,ALCAM
EGR1,HIST1H1B
EGR1,DCLK1
EGR1,CCDC80
EGR1,COL5A1
EGR1,ZNF521
EGR1,LDB2
EGR1,FLI1
EGR1,ZFP42
EGR1,SPIB
EGR1,RORB
EGR1,TRERF1
EOMES,CER1
EOMES,HESX1
EOMES,DCLK1
EOMES,SAMD3
EOMES,KLHL4
EOMES,HNRNPD
EOMES,KIAA1324L
EOMES,RIPPLY1
EOMES,OTX2
EOMES,NCAM1
EOMES,SMARCD3
EOMES,MATN3
EOMES,TNC
EOMES,ANGPT2
EOMES,VWA5A
EOMES,LIN28A
EOMES,CBX3
EOMES,DNAJC2
EOMES,TLE2
EOMES,ZNF202
EOMES,CA14
EOMES,BTF3
EOMES,CLGN
EOMES,RND3
EOMES,MAMLD1
EOMES,TTC39B
EOMES,SIPA1L2
EOMES,GATA4
EOMES,CREB3L4
EOMES,SEMA3E
EOMES,ALPK2
EOMES,MECOM
EOMES,PIP4K2A
EOMES,POU2F1
EOMES,PLAGL1
EOMES,UNC5D
EOMES,BCAR3
EOMES,NUP54
EOMES,NANOG
EOMES,ETV4
EOMES,DAAM1
EOMES,GLRX
EOMES,GYPB
EOMES,DDX54
EOMES,FAM117B
EOMES,PLOD2
EOMES,JMJD1C
EOMES,FOXH1
EOMES,ETV7
EOMES,AFF1
EOMES,PRICKLE1
EOMES,KLHL6
EOMES,TNFRSF11B
EOMES,RAI1
EOMES,DYNC1I1
EOMES,DKK4
EOMES,CEP85L
EOMES,PLAU
EOMES,ATG4C
EOMES,WDR3
EOMES,UPF2
EOMES,ZNF521
EOMES,SLC39A8
EOMES,ETV3
EOMES,FXR1
EOMES,IFI16
EOMES,ETV1
EOMES,CDC7
EOMES,SLITRK2
EOMES,TTK
EOMES,HOPX
EOMES,GSC
EOMES,PRIM1
EOMES,PAM
EOMES,ARHGAP28
EOMES,CPE
EOMES,ATP2B4
EOMES,RAD51
EOMES,RGS5
EOMES,ENC1
EOMES,MFAP4
EOMES,SNAPC3
EOMES,MITF
EOMES,TFAP4
EOMES,SMG6
EOMES,COL4A6
EOMES,EEF1A1
EOMES,ESCO2
EOMES,TEAD4
EOMES,NCOA6
EOMES,TP53
EOMES,WDHD1
EOMES,DKK1
EOMES,MDM4
EOMES,SEMA6A
EOMES,BAMBI
EOMES,ZNF589
EOMES,TMEM64
EOMES,TLE1
EOMES,RNF138
EOMES,GYPE
EOMES,NAA15
EOMES,SALL2
EOMES,CALB1
EOMES,KDELR3
EOMES,GATA6
EOMES,ARID5B
EOMES,NRIP1
EOMES,NDUFC2-KCTD14
EOMES,NFKBIA
EOMES,CALCOCO1
EOMES,CRABP2
EOMES,PREPL
EOMES,MXI1
EOMES,CD9
EOMES,ECI2
EOMES,ISL1
EOMES,AK4
EOMES,RXRG
EOMES,PPM1H
EOMES,NOL11
EOMES,MIA3
EOMES,ZNF83
EOMES,NUAK1
EOMES,RAD51AP1
EOMES,TMEM38B
EOMES,ARL4D
EOMES,SRSF2
EOMES,PGM2
EOMES,SLC39A11
EOMES,LGALSL
EOMES,RBPJ
EOMES,CAMK2D
EOMES,POLR2A
EOMES,HIF1A
EOMES,FLRT2
EOMES,CA2
EOMES,SRSF1
EOMES,ST8SIA1
EOMES,SKA3
EOMES,OAS1
EOMES,SIRT1
EOMES,TLE3
EOMES,STIM2
EOMES,INSIG2
EOMES,TP53INP1
EOMES,ADAMTS3
EOMES,SFPQ
EOMES,NOC3L
EOMES,HDAC9
EOMES,ANKRD13C
EOMES,DNMT1
EOMES,WLS
EOMES,RMI1
EOMES,HNRNPK
EOMES,RGPD2
EOMES,POLR3G
EOMES,KAT7
EOMES,PMP22
EOMES,PALLD
EOMES,DUSP4
EOMES,RAI14
EOMES,KLF8
EOMES,PPT2
EOMES,MRPL1
EOMES,ILF3
EOMES,GPSM2
EOMES,YPEL5
EOMES,BRWD1
EOMES,DNMT3A
EOMES,TCF7L1
EOMES,SERTAD2
EOMES,ASH2L
EOMES,UTP18
EOMES,CTNNB1
EOMES,CCKBR
EOMES,CNKSR3
EOMES,ZRANB2
EOMES,BTBD10
EOMES,TRDN
EOMES,KDM6A
EOMES,TMEM131
EOMES,MRPS35
EOMES,CEP55
EOMES,MAGI3
EOMES,FOXP1
EOMES,ELAVL2
EOMES,ANKRD50
EOMES,PHLDB2
EOMES,MYBBP1A
EOMES,FN1
EOMES,SMAD5
EOMES,SEMA3A
EOMES,DDAH1
EOMES,DCAF6
EOMES,TSPAN12
EOMES,PHLDA1
EOMES,FREM1
EOMES,PCDH7
EOMES,PDE3B
EOMES,CDCA2
EOMES,TIPIN
EOMES,CUX1
EOMES,ZEB1
EOMES,CRX
EOMES,ANKRD1
EOMES,NEDD4
EOMES,UBTF
EOMES,RBFOX2
EOMES,HAS2
EOMES,TIPARP
EOMES,KLF7
EOMES,ZNF219
EOMES,STAT3
EOMES,CITED2
EOMES,KLHL28
EOMES,KIF21A
EOMES,ASXL1
EOMES,CCDC138
EOMES,SEMA6D
EOMES,CCDC141
EOMES,SLC6A15
EOMES,KAT6A
EOMES,FAM135A
EOMES,MAML3
EOMES,MAFF
EOMES,SNRPB
EOMES,CSDE1
EOMES,TRIP11
EOMES,TJP2
EOMES,FBN1
EOMES,AFF4
EOMES,SPIB
EOMES,NPM1
EOMES,EMB
EOMES,ARFGAP3
EOMES,FOXN3
EOMES,POLR2G
EOMES,HELZ
EOMES,ATF6
EOMES,VIM
EOMES,PTMA
EOMES,FUBP1
EOMES,PA2G4
EOMES,NFAT5
EOMES,ARID3A
EOMES,PRKACB
EOMES,MED16
EOMES,REV3L
EOMES,PHF21A
EOMES,BUB1B
EOMES,ARHGAP42
EOMES,SNAI2
EOMES,HSD17B11
EOMES,SCD5
EOMES,TCF19
EOMES,MEIS2
EOMES,CREB3L2
EOMES,CAP2
EOMES,NFKBIB
EOMES,SLC35F1
EOMES,PRSS35
EOMES,HOMER1
EOMES,ESRP1
EOMES,REL
EOMES,CCPG1
EOMES,VHL
EOMES,FARSB
EOMES,EXO1
EOMES,ANKRD28
EOMES,KIF15
EOMES,ARID3B
EOMES,JUND
EOMES,NAP1L3
EOMES,MED14
EOMES,HMGA1
EOMES,ZFHX3
EOMES,BCL11A
EOMES,TEX10
EOMES,MCM7
EOMES,MCM4
EOMES,CXXC1
EOMES,EWSR1
EOMES,TDP2
EOMES,NTS
EOMES,KLF5
EOMES,EPCAM
EOMES,PBX1
EOMES,SNX14
EOMES,RFC3
EOMES,GYPA
EOMES,BCLAF1
EOMES,AGL
EOMES,HMGN2
EOMES,MAFG
EOMES,DEPDC1B
EOMES,TGFBR3
EOMES,HCFC1
EZH2,RGPD2
EZH2,POU3F1
EZH2,RSPO3
EZH2,ELOVL2
EZH2,PLAGL1
EZH2,PGR
EZH2,LGR5
EZH2,ZFPM2
EZH2,HOPX
EZH2,SEMA6D
EZH2,CRHBP
EZH2,NFIA
EZH2,ST8SIA1
EZH2,ERBB4
EZH2,LIMCH1
EZH2,CPVL
EZH2,SOX17
EZH2,SATB2
EZH2,PLXNA2
EZH2,GPR83
EZH2,CYP26A1
EZH2,ROR2
EZH2,PRTG
EZH2,TMOD1
EZH2,CCKBR
EZH2,ETV7
EZH2,DUSP4
EZH2,EPB41L3
EZH2,HTRA1
EZH2,FAM89A
EZH2,BMPER
EZH2,CYP1B1
EZH2,GATA4
EZH2,COLEC12
EZH2,LMO2
EZH2,GATM
EZH2,PDGFRA
EZH2,TWIST1
EZH2,MAMLD1
EZH2,SIX6
EZH2,LZTS1
EZH2,SCD5
EZH2,PDE3B
EZH2,HDAC9
EZH2,LEF1
EZH2,NFIC
EZH2,HOXB3
EZH2,NKX3-1
EZH2,SMAD6
EZH2,MECOM
EZH2,ARHGAP29
EZH2,TGFBR3
EZH2,PMP22
EZH2,GSC
EZH2,ESRRG
EZH2,RORB
EZH2,PENK
EZH2,OXTR
EZH2,RAI1
EZH2,YAF2
EZH2,SLCO2A1
EZH2,NFATC1
EZH2,SOX7
EZH2,CHL1
EZH2,UNC5C
EZH2,FBN1
EZH2,PPARA
EZH2,DDAH1
EZH2,NR0B1
EZH2,ZEB1
EZH2,FLI1
EZH2,GABRB2
EZH2,GATA2
EZH2,HAND2
EZH2,TRIM2
EZH2,MEIS1
EZH2,SLC39A8
EZH2,MLLT3
EZH2,BMP4
EZH2,CPE
EZH2,E2F4
EZH2,LMX1B
EZH2,MCC
EZH2,ST3GAL6
EZH2,DACH1
EZH2,CLDN11
EZH2,RFPL2
EZH2,BTG2
EZH2,TDRD7
EZH2,HAND1
EZH2,DCLK1
EZH2,MXI1
EZH2,B3GNT5
EZH2,SERPINE2
EZH2,RAB31
EZH2,MEIS2
EZH2,GAD1
EZH2,BMP2
EZH2,DYNC1I1
EZH2,SLITRK2
EZH2,HOXB7
EZH2,TGFB1
EZH2,FLRT2
EZH2,TBX20
EZH2,DLC1
EZH2,CDH11
EZH2,ELAVL2
EZH2,GLIPR2
EZH2,BHLHE40
EZH2,EOMES
EZH2,OTX2
EZH2,GRHL1
EZH2,MITF
EZH2,PGM2
EZH2,LMO3
EZH2,ELK3
FOXH1,SNX18
FOXH1,CER1
FOXH1,MECOM
FOXH1,MANEA
FOXH1,AFF1
FOXH1,TTC39B
FOXH1,ARHGAP28
FOXH1,MXI1
FOXH1,PSIP1
FOXH1,SEMA3E
FOXH1,CBX3
FOXH1,LGR4
FOXH1,ANGPT2
FOXH1,DEK
FOXH1,MCM4
FOXH1,KIAA1324L
FOXH1,PRDM1
FOXH1,PIP4K2A
FOXH1,ZNF202
FOXH1,HIF3A
FOXH1,OXTR
FOXH1,ACTC1
FOXH1,NANOG
FOXH1,KLHL4
FOXH1,RFPL2
FOXH1,EPHA4
FOXH1,AK4
FOXH1,ELAVL2
FOXH1,NEDD4
FOXH1,CA14
FOXH1,MATN3
FOXH1,STAT2
FOXH1,PAM
FOXH1,SLITRK2
FOXH1,TP53INP1
FOXH1,TLE2
FOXH1,CYP26A1
FOXH1,ROR2
FOXH1,GSC
FOXH1,KLF7
FOXH1,DDX54
FOXH1,ARID3B
FOXH1,ABLIM1
FOXH1,ATP11B
FOXH1,ARID5B
FOXH1,BAMBI
FOXH1,FOXJ1
FOXH1,RIPPLY1
FOXH1,TLE3
FOXH1,NRP2
FOXH1,SKIL
FOXH1,ANKRD1
FOXH1,RGPD2
FOXH1,RAI1
FOXH1,CALB1
FOXH1,ESRRG
FOXH1,DNAJC2
FOXH1,SLC35F1
FOXH1,NUSAP1
FOXH1,SRC
FOXH1,CCNE2
FOXH1,WDHD1
FOXH1,MEIS1
FOXH1,LIMCH1
FOXH1,OTX2
FOXH1,SMARCD3
FOXH1,HNRNPD
FOXH1,ETV1
FOXH1,ALPK2
FOXH1,RGS5
FOXH1,TNC
FOXH1,WDFY1
FOXH1,NFIA
FOXH1,CNKSR3
FOXH1,BTF3
FOXH1,BCAR3
FOXH1,KLF8
FOXH1,FREM1
FOXH1,SEMA6D
FOXH1,RNF13
FOXH1,MAML3
FOXH1,SLC46A3
FOXH1,EWSR1
FOXH1,RXRG
FOXH1,APC
FOXH1,KLHL6
FOXH1,JMJD1C
FOXH1,FAM117B
FOXH1,TLR4
FOXH1,ID1
FOXH1,CCNA2
FOXH1,LGR5
FOXH1,ANKRD28
FOXH1,LIPG
FOXH1,ITM2A
FOXH1,POLR2G
FOXH1,MAGI3
FOXH1,SNX14
FOXH1,ZNF219
FOXH1,RBFOX2
FOXH1,CLDN10
FOXH1,CDK6
FOXH1,PRICKLE1
FOXH1,TJP2
FOXH1,XRCC6
FOXP1,RGPD2
FOXP1,TCF4
FOXP1,CITED2
FOXP1,EXO1
FOXP1,POU2F1
FOXP1,ANKRD28
FOXP1,SUPT16H
FOXP1,MCM7
FOXP1,PSIP1
FOXP1,KLHL12
FOXP1,GTF2H2
FOXP1,MECOM
FOXP1,MAML3
FOXP1,ZNF521
FOXP1,STIM2
FOXP1,NFIA
FOXP1,MCM3
FOXP1,FUBP1
FOXP1,SLC36A4
FOXP1,SETBP1
FOXP1,ARID5B
FOXP1,ZNF585B
FOXP1,DAAM1
FOXP1,TIPARP
FOXP1,CXXC1
FOXP1,PA2G4
FOXP1,MRPL1
FOXP1,CSDE1
FOXP1,HNRNPD
FOXP1,CREB3L4
FOXP1,CASD1
FOXP1,ELOVL2
FOXP1,TDP2
FOXP1,RIN2
FOXP1,ARL4A
FOXP1,CNBP
FOXP1,TRAF6
FOXP1,DTL
FOXP1,TRAPPC8
FOXP1,BCAR3
FOXP1,CCPG1
FOXP1,FXR1
FOXP1,STAT2
FOXP1,RNF19A
FOXP1,TADA1
FOXP1,SNRPB
FOXP1,NOC3L
FOXP1,DNMT3A
FOXP1,TDRD7
FOXP1,SNRPD1
FOXP1,ZNF398
FOXP1,XRN1
FOXP1,NOL11
FOXP1,MDM4
FOXP1,ASNS
FOXP1,SNX18
FOXP1,UTP15
FOXP1,AFF1
FOXP1,ASXL1
FOXP1,CCNA2
FOXP1,NUP54
FOXP1,ANKZF1
FOXP1,TFB2M
FOXP1,TBX3
FOXP1,KLHL28
FOXP1,OTUD6B
FOXP1,AMN1
FOXP1,RBFOX2
FOXP1,PLAGL1
FOXP1,MAFF
FOXP1,KAT6A
FOXP1,SNAPC3
FOXP1,NFAT5
FOXP1,DEPDC1B
FOXP1,TP53
FOXP1,BUB1B
FOXP1,APC
FOXP1,SKIL
FOXP1,YPEL5
FOXP1,DEK
FOXP1,CTNNB1
FOXP1,ANKRD6
FOXP1,NPM1
FOXP1,SSB
FOXP1,POLR2A
FOXP1,CEP290
FOXP1,WDR35
FOXP1,OXTR
FOXP1,POLR2K
FOXP1,AFF4
FOXP1,VPS13C
FOXP1,PDCD11
FOXP1,PHB2
FOXP1,RBM14
FOXP1,PNPLA8
FOXP1,ALG6
FOXP1,FOXN3
FOXP1,CALCOCO1
FOXP1,ENC1
FOXP1,WWP1
FOXP1,KIF15
FOXP1,DAXX
FOXP1,ZNF219
FOXP1,RNF138
FOXP1,PATZ1
FOXP1,PMP22
FOXP1,ZFYVE16
FOXP1,TFAP4
FOXP1,SIRT1
FOXP1,CCDC82
FOXP1,MCM4
FOXP1,STAT3
FOXP1,KLHL4
FOXP1,GCA
FOXP1,PREPL
FOXP1,KIAA1324L
FOXP1,ITPR2
FOXP1,RNF14
FOXP1,BTF3
FOXP1,PARP1
FOXP1,RTKN2
FOXP1,NDUFC2-KCTD14
FOXP1,HMGN2
FOXP1,SMARCD1
FOXP1,DKK1
FOXP1,BCLAF1
FOXP1,SMAD5
FOXP1,SEMA6A
FOXP1,MMP16
FOXP1,TSPAN12
FOXP1,PTMA
FOXP1,RAI1
FOXP1,PPM1H
FOXP1,GATAD2A
FOXP1,LPGAT1
FOXP1,MIA3
FOXP1,PRICKLE1
FOXP1,E2F4
FOXP1,CNKSR3
FOXP1,FBXO34
FOXP1,PLAGL2
FOXP1,TCOF1
FOXP1,ZNF165
FOXP1,ROR2
FOXP1,DNAAF2
FOXP1,ACOX3
FOXP1,TTC39B
FOXP1,ALCAM
FOXP1,STK38L
FOXP1,U2AF1
FOXP1,GLMN
FOXP1,NR2C1
FOXP1,ZNF30
FOXP1,TBC1D4
FOXP1,SRSF2
FOXP1,TEAD1
FOXP1,CEP55
FOXP1,UPF1
FOXP1,MAP4K3
FOXP1,HDGF
FOXP1,TEX10
FOXP1,ST8SIA1
FOXP1,POU2F2
FOXP1,INSIG2
FOXP1,KIF21A
FOXP1,KLF5
FOXP1,ZNF764
FOXP1,IL6ST
FOXP1,ESCO2
FOXP1,TCF7L1
FOXP1,DCAF6
FOXP1,NFKBIB
FOXP1,JUND
FOXP1,ARFGAP3
FOXP1,RNPS1
FOXP1,PRKACB
FOXP1,CAMK2D
FOXP1,E2F7
FOXP1,CCDC138
FOXP1,BRWD1
FOXP1,TEAD4
FOXP1,SORL1
FOXP1,RALB
FOXP1,TRIM27
FOXP1,KAT7
FOXP1,TP53INP1
FOXP1,KLHL24
FOXP1,JMJD1C
FOXP1,RPP40
FOXP1,BAMBI
FOXP1,WDHD1
FOXP1,HIF1A
FOXP1,NRP2
FOXP1,NCAPG
FOXP1,RUVBL2
FOXP1,CTBP1
FOXP1,CDC7
FOXP1,ETV1
FOXP1,PMAIP1
FOXP1,CALB1
FOXP1,UNC5D
FOXP1,EEF1A1
FOXP1,CLDN10
FOXP1,RBPJ
FOXP1,REL
FOXP1,DUSP4
FOXP1,ZNF83
FOXP1,MIF
FOXP1,NDC80
FOXP1,FOXK1
FOXP1,CLGN
FOXP1,TMF1
FOXP1,LDB2
FOXP1,PDGFRA
FOXP1,WDFY1
FOXP1,TTK
FOXP1,POLR2H
FOXP1,MXI1
FOXP1,MEIS1
FOXP1,TRIM33
FOXP1,ARHGAP28
FOXP1,ANKMY2
FOXP1,TMEM47
FOXP1,SALL2
FOXP1,ZNF160
FOXP1,PARN
FOXP1,DAB2
FOXP1,THAP9
FOXP1,RUVBL1
FOXP1,COL4A1
FOXP1,GABRB3
FOXP1,RAD51AP1
FOXP1,RFC3
FOXP1,SLC39A11
FOXP1,TTC27
FOXP1,PURA
FOXP1,VAMP7
FOXP1,MSX1
FOXP1,VHL
FOXP1,NEDD9
FOXP1,KLF7
FOXP1,RND3
FOXP1,BTBD10
FOXP1,IRF1
FOXP1,CPE
FOXP1,HESX1
FOXP1,ETS1
FOXP1,PLK2
FOXP1,FLRT3
FOXP1,CUL1
FOXP1,S1PR3
FOXP1,POLR2D
FOXP1,ARID3B
FOXP1,MITF
FOXP1,CDCA8
FOXP1,ZNF202
FOXP1,GAD1
FOXP1,TNC
FOXP1,PRSS35
FOXP1,DPYSL3
FOXP1,ZIC2
FOXP1,BARX2
FOXP1,ARID4B
FOXP1,ANKRD13C
FOXP1,APBB2
FOXP1,PRIM1
FOXP1,BNIP3
FOXP1,ZNF146
FOXP1,GLDC
FOXP1,ZNF488
FOXP1,ESRRG
FOXP1,ZNF589
FOXP1,SH3RF1
FOXP1,TMSB15B
FOXP1,RMI1
FOXP1,PDE3B
FOXP1,NUAK1
FOXP1,HNRNPK
FOXP1,GPSM2
FOXP1,PPARGC1B
FOXP1,MCM5
FOXP1,DNMT3B
FOXP1,COL5A1
FOXP1,BMPR1A
FOXP1,SKA3
FOXP1,PHC1
FOXP1,LTBP1
FOXP1,PTPRZ1
FOXP1,ID3
FOXP1,MED14
GATA2,TLE3
GATA2,GATA6
GATA2,MAPK10
GATA2,COLEC12
GATA2,ANKRD1
GATA2,ANXA3
GATA2,DLC1
GATA2,PPP1R9A
GATA2,BMP4
GATA3,RFESD
GATA3,MPHOSPH9
GATA3,MAPK10
GATA3,TBX3
GATA3,POU5F1
GATA3,TLE3
GATA3,RBBP4
GATA3,ATF6
GATA3,COLEC12
GATA3,MITF
GATA3,ANXA3
GATA3,CD9
GATA3,ELMOD2
GATA3,GATA6
GATA3,TEAD4
GATA3,MME
GATA3,BMP4
GATA3,BTBD10
GATA3,DLC1
GATA3,BTG2
GATA3,ZNF165
GATA3,DAB2
GATA3,ANKRD1
GATA3,POLR2G
GATA3,VWA5A
GATA3,MECOM
GATA3,NR3C1
GATA3,NHLH2
GATA3,BMPR1A
GATA3,TCF4
GATA3,BCAR3
GATA3,SYNE2
GATA3,PLAGL1
GATA3,SMAD5
GATA3,CAMK2D
GATA3,RNF19A
GATA3,ST8SIA1
GATA3,PPP1R9A
GATA3,HSD17B11
GATA3,TRIM22
GATA3,CREB3L2
GATA3,TLE2
GATA3,ST3GAL6
GATA3,JMJD1C
GATA3,SEMA3E
GATA3,PALLD
GATA3,ZNF587
GATA3,RALB
GATA3,HMGA1
GATA3,MYBL2
GATA3,RGS5
GATA3,ZNF202
GATA3,MCCC1
GATA3,BAMBI
GATA3,ZFHX3
GATA3,LMO2
GATA3,CCKBR
GATA3,CCDC141
GATA3,SERPINE2
GATA3,B4GALT4
GATA3,KLHL4
GATA3,DNMT3A
GATA3,EPHA4
GATA3,SIPA1L2
GATA3,CLDN10
GATA3,NTS
GATA4,CCDC141
GATA4,ANKRD1
GATA4,VWA5A
GATA4,COLEC12
GATA4,RGS5
GATA4,MPHOSPH9
