Gene1,Gene2
TCF19,ASF1B
CTR9,SETD2
CTR9,EAF1
CTR9,POLR2B
POLR2B,CTR9
CTR9,GTF2H1
GTF2H1,CTR9
CTR9,BC005561
CTR9,MLLT3
MLLT3,CTR9
MCM6,CDC20
MCM3,CDC20
MCM4,CDC20
CENPK,CDC20
MCM2,CDC20
RAD51,CDC20
RNF4,CDC20
HMGB2,CDC20
MCM5,CDC20
ZBTB16,CDC20
TCF19,CDC20
MIS18BP1,CDC20
MCM6,CDT1
MCM3,CDT1
ORC2,CDT1
MCM5,CDT1
MCM4,CDT1
MCM2,CDT1
GTF2H1,POLR2B
POLR2B,GTF2H1
GTF2H1,POLE
GTF2H1,POLR1B
POLR1B,GTF2H1
GTF2H1,TAF12
TAF12,GTF2H1
GTF2H1,ERCC8
ERCC8,GTF2H1
GTF2H1,RFC4
GTF2H1,EAF1
GTF2H1,LIG1
GTF2H1,POLD1
GTF2H1,RPA2
GTF2H1,POLE3
GTF2H1,XPC
XPC,GTF2H1
GTF2H1,MLLT3
MLLT3,GTF2H1
GTF2H1,RFC5
MCM6,GMNN
MCM3,GMNN
ORC2,GMNN
MCM5,GMNN
MCM4,GMNN
MCM2,GMNN
MCM6,POLE
MCM3,POLE
ORC2,POLE
MCM4,POLE
MCM2,POLE
XRCC3,POLE
RAD51,POLE
POLR2B,POLE
MCM5,POLE
ERCC8,POLE
MCM6,KIF11
MCM3,KIF11
MCM4,KIF11
MCM2,KIF11
RAD51,KIF11
MCM5,KIF11
MIS18BP1,KIF11
E2F4,RB1
RB1,E2F4
E2F4,CDC6
E2F4,CDK6
E2F4,CCNE2
E2F4,CDK1
E2F4,CDKN1C
E2F4,CCNA2
E2F4,CDKN1A
RB1,PPP1CB
HCFC1,PPP1CB
PA2G4,GALNS
MAPK1,GALNS
GATA2,MYC
MYC,GATA2
GATA2,CBFB
CBFB,GATA2
GATA2,GFI1B
GFI1B,GATA2
PA2G4,CTSG
MAPK1,CTSG
MAPK12,NCF1
TLR4,CD274
FEM1B,WSB1
RNF4,WSB1
ZBTB16,WSB1
PA2G4,ADA
REXO4,ADA
IKZF1,EBF1
EBF1,IKZF1
IKZF1,FLT3
IKZF1,IRF8
IRF8,IKZF1
RARB,RARS
EPAS1,PSME3
REL,PSME3
RELB,PSME3
NFKBIA,PSME3
HIF3A,PSME3
MCM3,FBXO5
HDAC2,RB1
RB1,HDAC2
HDAC2,H2AFX
HDAC2,SMARCA2
SMARCA2,HDAC2
HDAC2,JARID2
JARID2,HDAC2
HDAC2,CBX7
CBX7,HDAC2
HDAC2,MECOM
MECOM,HDAC2
HDAC2,GFI1B
GFI1B,HDAC2
HDAC2,RCOR1
HDAC2,HDAC7
HDAC7,HDAC2
HDAC2,CBX5
HDAC2,HDAC11
HDAC11,HDAC2
HDAC2,DDX20
DDX20,HDAC2
PA2G4,TRMT11
POLR1B,TRMT11
REXO4,TRMT11
MCM6,CDK1
MCM3,CDK1
RB1,CDK1
ORC2,CDK1
H1F0,CDK1
MYC,CDK1
MCM4,CDK1
CENPK,CDK1
CBFB,CDK1
MCM2,CDK1
RAD51,CDK1
HMGB2,CDK1
MCM5,CDK1
FOXO1,CDK1
TCF19,CDK1
MIS18BP1,CDK1
MYB,MYC
MYC,MYB
TOPORS,NEDD1
FEM1B,SOCS2
ZBTB16,SOCS2
PA2G4,PNO1
POLR1B,PNO1
RAD51,HUS1
BTG2,EGR1
EGR1,BTG2
BTG2,ZFP36
ZFP36,BTG2
BTG2,JUN
JUN,BTG2
BTG2,DUSP1
PA2G4,MPO
MAPK1,MPO
TLR4,MPO
MCM6,RRM2
MCM3,RRM2
MCM4,RRM2
MCM2,RRM2
RAD51,RRM2
HMGB2,RRM2
MCM5,RRM2
TCF19,RRM2
MIS18BP1,RRM2
PA2G4,FTSJ3
POLR1B,FTSJ3
REXO4,FTSJ3
MCM6,NUP85
CENPK,NUP85
MCM6,AURKB
MCM3,AURKB
MYCN,AURKB
MCM4,AURKB
CENPK,AURKB
MCM2,AURKB
RAD51,AURKB
HMGB2,AURKB
MCM5,AURKB
TCF19,AURKB
MIS18BP1,AURKB
POLR2B,EFTUD2
SNRPB,EFTUD2
YBX1,EFTUD2
NFKBIA,PSMD9
NFKBIA,REL
REL,NFKBIA
NFKBIA,MTOR
NFKBIA,ICAM1
NFKBIA,TAB1
NFKBIA,PSME4
NFKBIA,PSMD6
NFKBIA,FBXW11
NFKBIA,RELB
RELB,NFKBIA
NFKBIA,USP11
NFKBIA,PSMC2
NFKBIA,PSMD1
XRCC3,RAD51AP1
XRCC3,RFC4
XRCC3,SPO11
SPO11,XRCC3
XRCC3,RAD51
RAD51,XRCC3
XRCC3,RFC5
XRCC3,XRCC6
XRCC6,XRCC3
XRCC3,POLD1
XRCC3,RPA2
XRCC3,POLE3
DEK,H2AFX
DEK,POLR1B
POLR1B,DEK
DEK,MLLT3
MLLT3,DEK
DEK,DDX21
TLR4,LY86
IRF8,LY86
MCM4,DHFR
CENPK,PBK
CENPK,CENPE
CENPK,NCAPG2
CENPK,RAD21
CENPK,CDCA5
CENPK,NUP107
CENPK,ECT2
CENPK,NCAPG
CENPK,CENPA
CENPK,BIRC5
CENPK,NDE1
CENPK,SPC25
CENPK,MIS12
CENPK,STAG2
CENPK,CCNB1
CENPK,CKAP5
CENPK,SEH1L
CENPK,H2AFX
CENPK,NUF2
CENPK,INCENP
CENPK,CENPF
CENPK,AURKA
CENPK,BUB1
CENPK,CCNB2
CENPK,CKAP2L
CENPK,CEP55
CENPK,CDCA8
CENPK,NDC80
CENPK,CENPL
CENPK,HJURP
CENPK,CCNA2
CENPK,SHCBP1
CENPK,BUB1B
CENPK,CENPO
CENPK,MIS18BP1
MIS18BP1,CENPK
CENPK,SPC24
CENPK,RANGAP1
CENPK,KIF20B
CENPK,MAD2L1
EPAS1,PSMD6
REL,PSMD6
RELB,PSMD6
HIF3A,PSMD6
MCM5,DNAJC9
MCM2,DNAJC9
POLR2B,EAF1
MLLT3,EAF1
MCM6,PBK
MCM3,PBK
MCM2,PBK
RAD51,PBK
HMGB2,PBK
MCM5,PBK
TCF19,PBK
MIS18BP1,PBK
ABL1,DOK2
RB1,PRIM1
RB1,CDK6
RB1,H1F0
H1F0,RB1
RB1,H2AFX
RB1,CCNE2
RB1,CDKN1C
RB1,POLA2
RB1,ABL1
ABL1,RB1
RB1,NCAPG2
RB1,PRIM2
RB1,CCNA2
RB1,CDKN1A
RB1,SMC2
PA2G4,DCAF13
POLR1B,DCAF13
ERCC8,DCAF13
MCM3,RAD21
RAD51,SHCBP1
MIS18BP1,SHCBP1
MYC,CDK6
MYC,CCNB1
MYC,MED16
MED16,MYC
MYC,MTOR
MYC,ODC1
MYC,JUN
JUN,MYC
MYC,ABL1
ABL1,MYC
MYC,ANXA5
MYC,MKI67
MYC,AURKA
MYC,FOXO1
FOXO1,MYC
MYC,CDKN1A
MYC,MAPK1
MAPK1,MYC
MYC,PIM2
MAPK12,TAB1
TLR4,TAB1
POLR2B,PHF5A
SNRPB,PHF5A
YBX1,PHF5A
MCM4,MCM6
MCM6,MCM4
MCM4,RRM1
MCM4,MCM3
MCM3,MCM4
MCM4,ORC2
ORC2,MCM4
MCM4,PRIM1
MCM4,CDC6
MCM4,TOP2A
MCM4,TYMS
MCM4,CCNB1
MCM4,RFC4
MCM4,CCNE2
MCM4,KIF20B
MCM4,MAD2L1
MCM4,MCM2
MCM2,MCM4
MCM4,NCAPD2
MCM4,NCAPG
MCM4,LIG1
MCM4,BUB1
MCM4,TIPIN
MCM4,WDHD1
MCM4,TPX2
MCM4,NDC80
MCM4,SLBP
MCM4,RAD51
RAD51,MCM4
MCM4,POLA2
MCM4,RFC5
MCM4,HAT1
MCM4,NCAPG2
MCM4,CDCA7
MCM4,MCM10
MCM4,BIRC5
MCM4,DUT
MCM4,MCM5
MCM5,MCM4
MCM4,PRIM2
MCM4,AURKA
MCM4,CCNB2
MCM4,CDCA8
MCM4,ORC6
MCM4,PRC1
MCM4,CCNA2
MCM4,HELLS
MCM4,DTL
MCM4,ECT2
MCM4,POLD1
MCM4,RPA2
MCM4,POLE3
MCM4,NUF2
MCM4,INCENP
MCM4,RACGAP1
MCM4,NCAPH
MCM4,CDC7
MCM4,NASP
MCM4,SMC2
MCM4,BUB1B
MCM6,RFC4
MCM3,RFC4
ORC2,RFC4
MCM2,RFC4
RAD51,RFC4
POLR2B,RFC4
MCM5,RFC4
ERCC8,RFC4
MCM6,RACGAP1
MCM3,RACGAP1
MCM5,RACGAP1
MCM2,RACGAP1
RAD51,RACGAP1
MIS18BP1,RACGAP1
ABL1,CDKN1A
FOXO1,CDKN1A
SMARCA2,PRMT5
SNRPB,PRMT5
MCM5,CDCA3
TCF19,CDCA3
PHF10,SMARCA2
SMARCA2,PHF10
PHF10,ARID2
PA2G4,BYSL
POLR1B,BYSL
MCM3,NDC80
MCM5,NDC80
MCM2,NDC80
MIS18BP1,NDC80
EPAS1,PSMD9
EPAS1,PSME4
EPAS1,PSMC2
EPAS1,PSMD1
EPAS1,HIF3A
HIF3A,EPAS1
ZFP36,DUSP1
JUN,DUSP1
MAPK12,DUSP1
TSC22D3,DUSP1
EGR1,DUSP1
MAPK1,DUSP1
ELP2,PWP2
PA2G4,ETF1
POLR1B,ETF1
TLR4,CSF1R
IRF8,CSF1R
MCM3,INCENP
MCM5,INCENP
MCM2,INCENP
MCM3,CDCA5
MCM5,CDCA5
MCM2,CDCA5
RAD51,CDCA5
TCF19,CDCA5
MIS18BP1,CDCA5
MCM6,POLA2
MCM3,POLA2
ORC2,POLA2
MCM5,POLA2
MCM2,POLA2
SMARCA2,CBFB
CBFB,SMARCA2
SMARCA2,ARID2
NR3C2,STIP1
MCM6,HELLS
MCM3,HELLS
MCM2,HELLS
RAD51,HELLS
MCM5,HELLS
PA2G4,DUS1L
PA2G4,DHX33
PA2G4,NMD3
PA2G4,GLB1
PA2G4,NOLC1
PA2G4,EIF3B
PA2G4,GNS
PA2G4,WDR43
PA2G4,ELANE
PA2G4,ANXA2
PA2G4,ABCE1
PA2G4,NOP2
PA2G4,MARS
PA2G4,MDN1
PA2G4,PLAC8
PA2G4,TEX10
PA2G4,TRMT6
PA2G4,WDR4
PA2G4,ACLY
PA2G4,POLR1B
POLR1B,PA2G4
PA2G4,TBL3
PA2G4,GUSB
PA2G4,PUS7
PA2G4,GNL3
PA2G4,MAPK1
MAPK1,PA2G4
PA2G4,PRKCD
PA2G4,PSMD1
PA2G4,FUCA2
PA2G4,PWP2
PA2G4,REXO4
REXO4,PA2G4
MCM6,PRIM1
MCM3,PRIM1
ORC2,PRIM1
MCM5,PRIM1
MCM2,PRIM1
RAD51,PRIM1
STAT2,IFITM1
IRF7,OAS3
IRF7,GBP3
IRF7,IRGM2
IRF7,IFI44
IRF7,GBP2
IRF7,DDX58
DDX58,IRF7
IRF7,STAT2
STAT2,IRF7
IRF7,GBP7
IRF7,IGTP
IRF7,DDX60
IRF7,TLR4
TLR4,IRF7
IRF7,IFI27L2A
IRF7,IRF9
IRF9,IRF7
IRF7,UBA7
IRF7,RTP4
IRF7,OASL2
IRF7,ISG20
MAPK1,GUSB
MCM5,TK1
MCM6,TYMS
MCM3,TYMS
MCM2,TYMS
MCM5,TYMS
DDX58,CASP1
TLR4,CASP1
ORC2,MCM6
MCM6,ORC2
ORC2,RRM1
ORC2,MCM3
MCM3,ORC2
ORC2,MCM10
ORC2,CDC6
ORC2,MCM5
MCM5,ORC2
ORC2,PRIM2
ORC2,ORC6
ORC2,CCNA2
ORC2,MCM2
MCM2,ORC2
ORC2,CDK18
ORC2,CENPA
ORC2,LIG1
ORC2,POLD1
ORC2,RPA2
ORC2,POLE3
ORC2,WDHD1
ORC2,CDC7
ORC2,HAT1
MCM6,PRIM2
MCM3,PRIM2
MCM5,PRIM2
MCM2,PRIM2
REL,PSMD1
RELB,PSMD1
MAPK1,PSMD1
HIF3A,PSMD1
MCM6,RRM1
MCM6,MCM3
MCM3,MCM6
MCM6,CDC6
MCM6,TOP2A
MCM6,CCNB1
MCM6,RCC1
MCM6,CCNE2
MCM6,KIF20B
MCM6,MAD2L1
MCM6,MCM2
MCM2,MCM6
MCM6,NCAPG
MCM6,LIG1
MCM6,BUB1
MCM6,TIPIN
MCM6,WDHD1
MCM6,RAD51
RAD51,MCM6
MCM6,RFC5
MCM6,NCAPG2
MCM6,MCM10
MCM6,BIRC5
MCM6,DUT
MCM6,MKI67
MCM6,MCM5
MCM5,MCM6
MCM6,AURKA
MCM6,CCNB2
MCM6,ORC6
MCM6,PRC1
MCM6,CCNA2
MCM6,DTL
MCM6,POLD1
MCM6,RPA2
MCM6,POLE3
MCM6,CDC7
MCM6,NASP
MCM6,SMC2
MCM6,BUB1B
FOXO1,SELL
ABL1,ABL2
MCM3,DTL
MCM5,DTL
ERCC8,DTL
MCM2,DTL
MCM3,MCM10
MCM5,MCM10
MCM2,MCM10
RAD51,MCM10
GFI1B,MEIS1
MEIS1,GFI1B
GFI1B,RCOR1
RAD51,MCM3
MCM3,RAD51
RAD51,CDC6
RAD51,TOP2A
RAD51,CCNB1
RAD51,H2AFX
RAD51,UBE2C
RAD51,RAD51AP1
RAD51,SPO11
SPO11,RAD51
RAD51,MAD2L1
RAD51,MCM2
MCM2,RAD51
RAD51,NCAPG
RAD51,LIG1
RAD51,BUB1
RAD51,FIGNL1
RAD51,TIPIN
RAD51,WDHD1
RAD51,TPX2
RAD51,ABL1
ABL1,RAD51
RAD51,NCAPG2
RAD51,BIRC5
RAD51,MCM5
MCM5,RAD51
RAD51,AURKA
RAD51,CCNB2
RAD51,CEP55
RAD51,CDCA8
RAD51,XRCC6
XRCC6,RAD51
RAD51,CCNA2
RAD51,ECT2
RAD51,POLD1
RAD51,RPA2
RAD51,NUF2
RAD51,NCAPH
RAD51,SMC2
RAD51,BUB1B
MCM3,BUB1
MCM2,BUB1
MCM5,BUB1
TCF19,BUB1
MIS18BP1,BUB1
MCM3,AURKA
MYCN,AURKA
MCM2,AURKA
MCM5,AURKA
POLR2B,RPRD1B
MCM3,CCNA2
MCM2,CCNA2
HMGB2,CCNA2
MCM5,CCNA2
E2F8,CCNA2
TCF19,CCNA2
MIS18BP1,CCNA2
POLR1B,NMD3
MAPK1,PPID
IRF9,IFI44
DDX58,IFI44
STAT2,IFI44
RORC,RORA
RORA,RORC
MCM3,CCNE2
MCM5,CCNE2
MCM3,POLE3
POLR2B,POLE3
RUVBL2,POLE3
MCM5,POLE3
ERCC8,POLE3
MCM2,POLE3
POLR2B,CTPS
POLR1B,CTPS
MCM3,NASP
MCM2,NASP
MCM5,NASP
TAF12,POLR2B
POLR2B,TAF12
REL,PSMC2
RELB,PSMC2
HIF3A,PSMC2
POLR2B,MEIS1
MEIS1,POLR2B
POLR2B,H2AFX
POLR2B,SETD2
POLR2B,LIG1
POLR2B,CSTF2
POLR2B,JUN
JUN,POLR2B
POLR2B,PBX1
PBX1,POLR2B
POLR2B,RFC5
POLR2B,WDR5
POLR2B,SNRPB
SNRPB,POLR2B
POLR2B,POLR1B
POLR1B,POLR2B
POLR2B,RARB
RARB,POLR2B
POLR2B,YBX1
YBX1,POLR2B
POLR2B,ERCC8
ERCC8,POLR2B
POLR2B,BC005561
POLR2B,POLD1
POLR2B,RPA2
POLR2B,INTS8
POLR2B,MLLT3
MLLT3,POLR2B
POLR2B,SNRNP200
POLR2B,PRPF4
POLR2B,SF3B3
MCM3,CDC7
SPO11,CDC7
MCM2,CDC7
MCM5,CDC7
MAPK1,PLAC8
IRF9,OASL2
DDX58,OASL2
STAT2,OASL2
XPC,RCOR1
XPC,XRCC6
XRCC6,XPC
XPC,ERCC8
ERCC8,XPC
XPC,INO80D
XPC,USP11
XPC,POLD1
XPC,RPA2
MCM3,KIF22
MCM2,KIF22
MCM5,KIF22
MAPK12,PAK1
MCM3,RRM1
MCM2,RRM1
MCM5,RRM1
MCM3,MKI67
MCM2,MKI67
HMGB2,MKI67
MCM5,MKI67
MIS18BP1,MKI67
SNRPB,CSTF2
YBX1,CSTF2
MAPK1,RPS6KA3
HCFC1,WDR5
HCFC1,RUVBL2
RUVBL2,HCFC1
HCFC1,TEX10
MCM3,ORC6
MCM5,ORC6
MCM2,ORC6
APBB1,BACE1
MCM3,CCNB2
MCM2,CCNB2
MCM5,CCNB2
TCF19,CCNB2
MAPK1,ANXA2
FEM1B,CUL3
FEM1B,CCNF
FEM1B,CISH
FEM1B,FEM1A
FEM1B,FBXW11
FEM1B,ZBTB16
ZBTB16,FEM1B
MCM3,TIPIN
MCM5,TIPIN
MCM2,TIPIN
MAPK12,MAPKAPK3
RNF4,UBA7
ZBTB16,UBA7
SNRPB,GEMIN5
DDX20,GEMIN5
MCM3,BUB1B
MCM2,BUB1B
MCM5,BUB1B
TCF19,BUB1B
MIS18BP1,BUB1B
POLR1B,MARS
CSRP3,OBSCN
DDX58,ATG12
CREB5,ATF7
ATF7,CREB5
CREB5,MAPK1
MAPK1,CREB5
CREB5,JUN
JUN,CREB5
MAPK1,LYN
TLR4,LYN
MAPK1,ELANE
MEIS1,FLT3
MIS18BP1,CKAP2
MCM3,POLD1
MCM2,POLD1
MCM5,POLD1
XRCC6,POLD1
ERCC8,POLD1
ZBTB16,UBAC1
RNF4,UBAC1
IRF8,EBF1
EBF1,IRF8
IRF9,RTP4
DDX58,RTP4
MCM3,NCAPD2
MCM5,NCAPD2
MCM2,NCAPD2
DDX58,XAF1
DDX58,DDX60
DDX58,IRF9
IRF9,DDX58
DDX58,UBE2L6
DDX58,STAT2
STAT2,DDX58
DDX58,TLR4
TLR4,DDX58
DDX58,TMEM173
DDX58,SAMD9L
POLR1B,DDX21
RPS6KA5,MAPK12
MAPK12,RPS6KA5
RPS6KA5,MAPK1
MAPK1,RPS6KA5
MAPK1,GNS
BTAF1,ATAD2
HDAC11,HDAC7
HDAC7,HDAC11
HDAC11,CBX5
TSC22D3,TSC22D1
POLR1B,TRMT6
SNRPB,SF3B3
YBX1,SF3B3
MCM5,UQCRFS1
NDN,FOXO1
FOXO1,NDN
NDN,ATP10A
REL,PSME4
RELB,PSME4
BTAF1,PSME4
HIF3A,PSME4
TLR4,ICAM1
TLR4,JUN
JUN,TLR4
TLR4,SYK
MAPK12,PTPN7
MAPK1,PTPN7
POLR1B,PWP2
POLR1B,EPRS
ELF1,CBFB
CBFB,ELF1
POLR1B,GNL3
POLR1B,NOP2
REXO4,NOP2
IRF9,IGTP
POLR1B,WDR43
REXO4,WDR43
MEIS1,H2AFX
CBFB,H2AFX
SPO11,H2AFX
JUN,H2AFX
PBX1,H2AFX
JARID2,H2AFX
APBB1,H2AFX
POLR1B,H2AFX
RARB,H2AFX
XRCC6,H2AFX
EYA2,H2AFX
MIS18BP1,H2AFX
MIS18BP1,CENPE
MIS18BP1,KNSTRN
MIS18BP1,TOP2A
MIS18BP1,ECT2
MIS18BP1,NCAPG
MIS18BP1,CENPA
MIS18BP1,BIRC5
MIS18BP1,NUSAP1
MIS18BP1,CCNB1
MIS18BP1,NUF2
MIS18BP1,CENPF
MIS18BP1,CKAP2L
MIS18BP1,TPX2
MIS18BP1,CEP55
MIS18BP1,CDCA8
MIS18BP1,CENPL
MIS18BP1,HJURP
MIS18BP1,PRC1
MIS18BP1,SMC2
MIS18BP1,CENPO
MIS18BP1,KIF20B
FOXO1,MTOR
FOXO1,EBF1
EBF1,FOXO1
FOXO1,MAPK1
MAPK1,FOXO1
MAPK1,GLB1
ABL1,PSTPIP1
E2F8,CDC6
RNF4,GOLPH3
ZBTB16,FEM1A
SPO11,XRCC6
XRCC6,SPO11
MCM3,CDC6
MCM3,TOP2A
MCM3,CCNF
MCM3,CCNB1
MCM3,UBE2C
MCM3,RAD51AP1
MCM3,KIF20B
MCM3,MAD2L1
MCM3,MCM2
MCM2,MCM3
MCM3,NCAPG
MCM3,LIG1
MCM3,FIGNL1
MCM3,WDHD1
MCM3,TPX2
MCM3,SLBP
MCM3,RFC5
MCM3,HAT1
MCM3,NCAPG2
MCM3,CDCA7
MCM3,BIRC5
MCM3,SPC25
MCM3,DUT
MCM3,MCM5
MCM5,MCM3
MCM3,CDCA8
MCM3,PRC1
MCM3,RPA2
MCM3,NUF2
MCM3,NCAPH
MCM3,SMC2
MCM3,TCF19
TCF19,MCM3
ERCC8,LIG1
ERCC8,WDR5
ERCC8,RPA2
ERCC8,RCOR1
ERCC8,XRCC6
XRCC6,ERCC8
ERCC8,RFC5
CBFB,CDK6
CBFB,WDR5
CBFB,CCNB1
CBFB,ARID2
CBFB,ABL1
ABL1,CBFB
MAPK1,F2R
MCM2,CDC6
MCM2,TOP2A
MCM2,CDK6
MCM2,CCNB1
MCM2,UBE2C
MCM2,MAD2L1
MCM2,NCAPG
MCM2,LIG1
MCM2,NUSAP1
MCM2,WDHD1
MCM2,SLBP
MCM2,RFC5
MCM2,HAT1
MCM2,CDCA7
MCM2,BIRC5
MCM2,DUT
MCM2,MCM5
MCM5,MCM2
MCM2,CDCA8
MCM2,PRC1
MCM2,RPA2
MCM2,NCAPH
MCM2,SMC2
MCM5,SLBP
SNRPB,SLBP
YBX1,SLBP
HMGB2,TOP2A
HMGB2,CCNB1
HMGB2,H1F0
H1F0,HMGB2
HMGB2,MAD2L1
HMGB2,BIRC5
MAPK1,RAP1B
MAPK1,BCL2
MAPK1,MTOR
MAPK1,JUN
JUN,MAPK1
MAPK1,ACLY
MAPK1,MAPK12
MAPK12,MAPK1
MAPK1,IL6ST
MAPK1,CYFIP2
MAPK1,EGR1
EGR1,MAPK1
MAPK1,PRKCD
MAPK1,FUCA2
RARB,WDR5
SNRPB,STRAP
DDX20,STRAP
XRCC6,RCOR1
XRCC6,LIG1
XRCC6,RPA2
MCM5,TOP2A
TCF19,TOP2A
EGR1,ICAM1
EGR1,JUN
JUN,EGR1
POLR1B,MDN1
POLR1B,ELAC2
MCM5,CCNB1
APBB1,APLP2
NFATC2,REL
REL,NFATC2
NFATC2,JUN
JUN,NFATC2
ABL1,CDK6
ABL1,CDKN1C
ABL1,MAPK12
MAPK12,ABL1
ABL1,CYFIP2
RNF4,FBXW11
REL,FBXW11
ZBTB16,FBXW11
RELB,FBXW11
MLLT3,MEIS1
MEIS1,MLLT3
YBX1,PSEN1
YBX1,SNRPB
SNRPB,YBX1
YBX1,SNRNP200
YBX1,PRPF4
ZBTB16,ZNRF2
RNF4,ZNRF2
MCM5,BIRC5
TCF19,BIRC5
POLR1B,ABCE1
MCM5,DUT
MCM5,RCC1
MCM5,CDCA8
TCF19,CDCA8
SNRPB,PRPF4
MCM5,NCAPG2
STAT2,CISH
ZBTB16,CISH
JUN,ICAM1
MCM5,RFC5
NR3C2,HSPA1A
MCM5,KIF20B
CBX7,UBE2C
RNF4,UBE2C
MCM5,UBE2C
ZBTB16,UBE2C
HDAC7,CBX5
MAPK12,JUN
JUN,MAPK12
DDX20,SNRPB
SNRPB,DDX20
ZBTB16,CUL3
ZBTB16,CCNF
ZBTB16,UBE2L6
ZBTB16,RNF4
RNF4,ZBTB16
ZBTB16,ITCH
MCM5,CDC6
RELB,PSMD9
RELB,REL
REL,RELB
BTAF1,UBA2
POLR1B,EIF3B
REL,PSMD9
HIF3A,PSMD9
MCM5,MAD2L1
SNRPB,SNRNP200
POLR1B,DHX33
POLR1B,NOLC1
POLR1B,NSUN2
POLR1B,WDR4
POLR1B,TBL3
POLR1B,PUS7
JUN,MTOR
MCM5,RPA2
RNF4,UBE2L6
MCM5,CDCA7
MCM5,SMC2
STAT2,IRF9
IRF9,STAT2
STAT2,IRGM2
JUN,CDK6
JUN,WDR5
RUVBL2,TEX10
RUVBL2,WDR5
REXO4,DHX33
IRF9,IRGM2
RNF4,ITCH
LZTS1,EIF4ENIF1
MCM5,NCAPH
MCM5,NUF2
MCM5,WDHD1
MCM5,HAT1
MCM5,RAD51AP1
MCM5,SPC25
